order_id,order_date,customer_id,region,city,channel,payment_method,product_id,product_name,category,quantity,unit_price,discount,revenue,cost,profit
500026,2023-01-02,10452,West,Ahmedabad,Retail Store,Debit Card,1013,Charging Cable,Accessories,2,2007.8,0.14,3453.42,2826.36,627.06
500027,2023-01-02,10476,North,Lucknow,Online,UPI,1003,Earbuds,Electronics,1,17503.75,0.09,15928.41,14742.7,1185.71
500028,2023-01-02,10992,South,Bengaluru,Online,UPI,1010,Water Purifier,Home Appliances,4,11627.6,0.11,41394.26,38402.04,2992.22
500029,2023-01-02,10569,North,Delhi,Online,Net Banking,1007,Air Purifier,Home Appliances,4,9221.86,0.04,35411.94,28491.28,6920.66
500030,2023-01-02,10245,West,Pune,Online,Credit Card,1013,Charging Cable,Accessories,2,2634.45,0.07,4900.08,3863.9,1036.18
500031,2023-01-02,10035,South,Hyderabad,Online,Credit Card,1006,Mixer Grinder,Home Appliances,1,13970.39,0.0,13970.39,9927.46,4042.93
500032,2023-01-02,10853,West,Mumbai,Online,Credit Card,1004,Smartwatch,Electronics,1,25478.46,0.05,24204.54,19796.8,4407.74
500033,2023-01-02,10837,South,Bengaluru,Online,UPI,1003,Earbuds,Electronics,1,22098.28,0.07,20551.4,16018.05,4533.35
500034,2023-01-02,10876,South,Chennai,Online,Credit Card,1015,Keyboard,Accessories,1,1570.82,0.1,1413.74,1118.61,295.13
500035,2023-01-02,11081,North,Jaipur,Online,Debit Card,1012,Bluetooth Speaker,Accessories,1,784.91,0.08,722.12,583.3,138.82
500036,2023-01-02,10801,North,Delhi,Online,UPI,1012,Bluetooth Speaker,Accessories,4,3068.77,0.04,11784.08,7493.64,4290.44
500037,2023-01-02,11099,North,Jaipur,Retail Store,Debit Card,1011,Power Bank,Accessories,1,2226.38,0.15,1892.42,1580.97,311.45
500038,2023-01-02,10431,East,Patna,Retail Store,UPI,1001,Smartphone,Electronics,1,23338.26,0.16,19604.14,17100.37,2503.77
500039,2023-01-02,10761,West,Surat,Online,Credit Card,1010,Water Purifier,Home Appliances,1,16897.23,0.0,16897.23,13223.14,3674.09
500040,2023-01-03,10851,South,Hyderabad,Online,UPI,1002,Laptop,Electronics,1,23582.8,0.07,21932.0,18775.46,3156.54
500041,2023-01-03,11191,East,Bhubaneswar,Retail Store,UPI,1004,Smartwatch,Electronics,1,28368.52,0.09,25815.35,22733.75,3081.6
500042,2023-01-03,10089,West,Surat,Online,UPI,1013,Charging Cable,Accessories,1,1748.89,0.06,1643.96,1243.96,400.0
500043,2023-01-03,11098,South,Bengaluru,Retail Store,UPI,1004,Smartwatch,Electronics,1,24801.05,0.0,24801.05,20090.73,4710.32
500044,2023-01-03,10738,West,Surat,Online,Cash,1001,Smartphone,Electronics,1,9482.67,0.14,8155.1,7528.37,626.73
500045,2023-01-03,10278,West,Surat,Online,UPI,1002,Laptop,Electronics,1,32305.73,0.08,29721.27,25619.82,4101.45
500046,2023-01-03,11042,West,Mumbai,Online,Credit Card,1005,Tablet,Electronics,1,7803.85,0.07,7257.58,5920.72,1336.86
500047,2023-01-03,10143,South,Kochi,Distributor,Net Banking,1010,Water Purifier,Home Appliances,1,13176.13,0.06,12385.56,10382.52,2003.04
500048,2023-01-03,10397,South,Chennai,Retail Store,Credit Card,1014,Phone Case,Accessories,6,1794.45,0.08,9905.36,8264.16,1641.2
500049,2023-01-03,11197,East,Kolkata,Retail Store,Credit Card,1014,Phone Case,Accessories,3,2533.39,0.09,6916.15,5746.02,1170.13
500050,2023-01-03,10499,East,Bhubaneswar,Online,Net Banking,1008,Microwave,Home Appliances,2,12133.05,0.01,24023.44,17722.02,6301.42
500051,2023-01-03,10166,North,Chandigarh,Distributor,Debit Card,1005,Tablet,Electronics,1,19970.89,0.06,18772.64,16396.68,2375.96
500052,2023-01-03,10475,South,Bengaluru,Online,Credit Card,1003,Earbuds,Electronics,1,20980.59,0.0,20980.59,16664.7,4315.89
500053,2023-01-03,10823,West,Ahmedabad,Retail Store,Debit Card,1013,Charging Cable,Accessories,1,2295.61,0.07,2134.92,1532.27,602.65
500054,2023-01-03,10046,South,Hyderabad,Distributor,UPI,1015,Keyboard,Accessories,1,2041.79,0.12,1796.78,1590.01,206.77
500055,2023-01-03,10970,East,Bhubaneswar,Online,Cash,1002,Laptop,Electronics,1,18719.35,0.15,15911.45,15271.67,639.78
500056,2023-01-03,10675,South,Kochi,Online,Credit Card,1001,Smartphone,Electronics,1,22842.75,0.03,22157.47,16950.66,5206.81
500057,2023-01-03,10928,South,Bengaluru,Online,UPI,1007,Air Purifier,Home Appliances,1,8023.17,0.03,7782.47,6088.95,1693.52
500058,2023-01-03,10876,South,Hyderabad,Retail Store,UPI,1004,Smartwatch,Electronics,1,15758.37,0.16,13237.03,13256.8,-19.77
500059,2023-01-03,10794,North,Lucknow,Online,Net Banking,1002,Laptop,Electronics,1,13008.06,0.14,11186.93,11005.97,180.96
500060,2023-01-03,10708,East,Kolkata,Online,Credit Card,1005,Tablet,Electronics,1,24239.6,0.07,22542.83,20177.38,2365.45
500061,2023-01-03,10456,West,Pune,Distributor,Credit Card,1006,Mixer Grinder,Home Appliances,1,14772.46,0.11,13147.49,11066.35,2081.14
500062,2023-01-03,10094,North,Chandigarh,Online,UPI,1005,Tablet,Electronics,1,27351.64,0.09,24889.99,19859.93,5030.06
500063,2023-01-03,10235,North,Jaipur,Online,Credit Card,1003,Earbuds,Electronics,1,21374.61,0.11,19023.4,17658.21,1365.19
500064,2023-01-03,10074,East,Bhubaneswar,Retail Store,Credit Card,1006,Mixer Grinder,Home Appliances,2,4173.64,0.04,8013.39,6694.56,1318.83
500065,2023-01-03,10248,North,Jaipur,Retail Store,Cash,1015,Keyboard,Accessories,1,2966.35,0.13,2580.72,2076.05,504.67
500066,2023-01-04,10983,South,Chennai,Online,Debit Card,1013,Charging Cable,Accessories,3,1883.2,0.14,4858.66,4246.11,612.55
500067,2023-01-04,10760,North,Jaipur,Online,UPI,1004,Smartwatch,Electronics,1,15868.71,0.1,14281.84,11581.97,2699.87
500068,2023-01-04,10666,South,Kochi,Online,UPI,1001,Smartphone,Electronics,1,17291.24,0.09,15735.03,13226.7,2508.33
500069,2023-01-04,10837,East,Bhubaneswar,Retail Store,UPI,1013,Charging Cable,Accessories,1,1698.06,0.12,1494.29,1125.08,369.21
500070,2023-01-04,10046,North,Delhi,Online,Net Banking,1007,Air Purifier,Home Appliances,1,10876.02,0.03,10549.74,8067.89,2481.85
500071,2023-01-04,10055,East,Patna,Online,UPI,1004,Smartwatch,Electronics,1,26246.9,0.07,24409.62,20728.67,3680.95
500072,2023-01-04,10882,South,Bengaluru,Retail Store,Credit Card,1004,Smartwatch,Electronics,1,23229.56,0.08,21371.2,17171.44,4199.76
500073,2023-01-04,10027,East,Patna,Retail Store,Debit Card,1013,Charging Cable,Accessories,3,1298.14,0.0,3894.42,2410.17,1484.25
500074,2023-01-04,10066,North,Delhi,Retail Store,UPI,1008,Microwave,Home Appliances,1,7318.48,0.08,6733.0,5449.2,1283.8
500075,2023-01-04,10594,East,Bhubaneswar,Online,Credit Card,1005,Tablet,Electronics,1,35661.87,0.1,32095.68,27677.74,4417.94
500076,2023-01-04,10661,South,Hyderabad,Online,Debit Card,1002,Laptop,Electronics,1,11603.56,0.12,10211.13,9842.68,368.45
500077,2023-01-04,10758,North,Jaipur,Online,UPI,1014,Phone Case,Accessories,4,1644.56,0.03,6380.89,4152.24,2228.65
500078,2023-01-04,10645,North,Chandigarh,Online,Cash,1012,Bluetooth Speaker,Accessories,4,1856.63,0.02,7277.99,5751.88,1526.11
500079,2023-01-04,10325,West,Pune,Online,Debit Card,1007,Air Purifier,Home Appliances,1,12298.0,0.11,10945.22,9522.46,1422.76
500080,2023-01-04,10138,West,Surat,Online,Credit Card,1008,Microwave,Home Appliances,1,10624.14,0.05,10092.93,8280.25,1812.68
500081,2023-01-04,10171,West,Mumbai,Online,UPI,1005,Tablet,Electronics,1,18977.11,0.05,18028.25,13819.86,4208.39
500082,2023-01-04,11118,North,Lucknow,Retail Store,UPI,1010,Water Purifier,Home Appliances,1,15318.99,0.11,13633.9,11909.49,1724.41
500083,2023-01-04,10872,West,Pune,Retail Store,Credit Card,1014,Phone Case,Accessories,3,1694.96,0.01,5034.03,3898.89,1135.14
500084,2023-01-05,10088,West,Mumbai,Retail Store,Debit Card,1005,Tablet,Electronics,1,9543.25,0.09,8684.36,7959.42,724.94
500085,2023-01-05,10664,East,Guwahati,Online,Credit Card,1012,Bluetooth Speaker,Accessories,2,877.52,0.05,1667.29,1289.2,378.09
500086,2023-01-05,10390,South,Chennai,Online,Credit Card,1013,Charging Cable,Accessories,5,2141.37,0.11,9529.1,6649.4,2879.7
500087,2023-01-05,10419,East,Bhubaneswar,Online,Debit Card,1002,Laptop,Electronics,1,29429.47,0.18,24132.17,24609.1,-476.93
500088,2023-01-05,10805,West,Mumbai,Online,UPI,1006,Mixer Grinder,Home Appliances,1,16529.31,0.09,15041.67,13454.52,1587.15
500089,2023-01-05,10046,South,Chennai,Retail Store,UPI,1005,Tablet,Electronics,1,34008.82,0.05,32308.38,25149.16,7159.22
500090,2023-01-05,10068,South,Hyderabad,Retail Store,Debit Card,1003,Earbuds,Electronics,1,27894.04,0.16,23430.99,20996.79,2434.2
500091,2023-01-05,10140,West,Pune,Distributor,Credit Card,1014,Phone Case,Accessories,1,1465.49,0.0,1465.49,1129.18,336.31
500092,2023-01-05,10126,North,Jaipur,Retail Store,UPI,1004,Smartwatch,Electronics,1,37475.15,0.1,33727.64,31476.31,2251.33
500093,2023-01-05,10982,North,Lucknow,Online,UPI,1014,Phone Case,Accessories,1,1802.44,0.05,1712.32,1135.16,577.16
500094,2023-01-05,10312,West,Ahmedabad,Online,UPI,1007,Air Purifier,Home Appliances,1,7249.78,0.14,6234.81,5776.28,458.53
500095,2023-01-05,10639,North,Delhi,Online,Credit Card,1004,Smartwatch,Electronics,1,14109.75,0.0,14109.75,11843.71,2266.04
500096,2023-01-05,11184,North,Lucknow,Distributor,UPI,1002,Laptop,Electronics,1,16640.11,0.08,15308.9,12054.16,3254.74
500097,2023-01-05,10147,South,Chennai,Online,UPI,1010,Water Purifier,Home Appliances,1,12235.23,0.0,12235.23,10116.33,2118.9
500098,2023-01-05,10951,South,Kochi,Online,UPI,1011,Power Bank,Accessories,1,1363.85,0.01,1350.21,915.85,434.36
500099,2023-01-05,11198,West,Surat,Online,Credit Card,1007,Air Purifier,Home Appliances,1,15258.32,0.05,14495.4,11846.08,2649.32
500100,2023-01-05,10799,South,Bengaluru,Online,Credit Card,1013,Charging Cable,Accessories,4,1293.48,0.08,4760.01,3273.8,1486.21
500101,2023-01-05,10442,South,Chennai,Retail Store,Credit Card,1013,Charging Cable,Accessories,1,2561.41,0.13,2228.43,1549.34,679.09
500102,2023-01-05,10095,South,Kochi,Online,Debit Card,1001,Smartphone,Electronics,1,28503.34,0.02,27933.27,21404.98,6528.29
500103,2023-01-05,10734,West,Surat,Retail Store,Net Banking,1004,Smartwatch,Electronics,1,36524.78,0.02,35794.28,27271.15,8523.13
500104,2023-01-05,10814,South,Bengaluru,Online,UPI,1007,Air Purifier,Home Appliances,3,12978.4,0.01,38545.85,29387.7,9158.15
500105,2023-01-06,11076,West,Ahmedabad,Retail Store,UPI,1005,Tablet,Electronics,1,16036.99,0.16,13471.07,12697.55,773.52
500106,2023-01-06,10127,South,Kochi,Distributor,Debit Card,1001,Smartphone,Electronics,1,26164.91,0.02,25641.61,22190.4,3451.21
500107,2023-01-06,10493,North,Jaipur,Online,UPI,1005,Tablet,Electronics,1,40086.68,0.1,36078.01,30206.33,5871.68
500108,2023-01-06,10040,West,Pune,Distributor,Debit Card,1014,Phone Case,Accessories,3,2570.11,0.1,6939.3,5361.3,1578.0
500109,2023-01-06,10645,South,Hyderabad,Online,Credit Card,1013,Charging Cable,Accessories,1,1663.18,0.09,1513.49,1039.83,473.66
500110,2023-01-06,11019,East,Bhubaneswar,Retail Store,Debit Card,1013,Charging Cable,Accessories,1,895.48,0.01,886.53,620.93,265.6
500111,2023-01-06,11136,West,Mumbai,Online,Credit Card,1006,Mixer Grinder,Home Appliances,1,10165.45,0.0,10165.45,7497.32,2668.13
500112,2023-01-06,10750,East,Guwahati,Retail Store,Credit Card,1011,Power Bank,Accessories,1,2295.99,0.08,2112.31,1680.35,431.96
500113,2023-01-06,10060,South,Chennai,Retail Store,Net Banking,1010,Water Purifier,Home Appliances,1,10559.63,0.18,8658.9,7864.5,794.4
500114,2023-01-06,11040,East,Bhubaneswar,Online,UPI,1006,Mixer Grinder,Home Appliances,4,11076.64,0.04,42534.3,35665.28,6869.02
500115,2023-01-06,10465,West,Ahmedabad,Online,UPI,1010,Water Purifier,Home Appliances,2,15853.6,0.1,28536.48,25179.74,3356.74
500116,2023-01-06,10980,South,Chennai,Retail Store,UPI,1011,Power Bank,Accessories,12,1813.79,0.08,20024.24,15363.96,4660.28
500117,2023-01-06,10593,South,Chennai,Online,Debit Card,1009,Vacuum Cleaner,Home Appliances,4,13339.92,0.06,50158.1,44087.76,6070.34
500118,2023-01-06,11121,West,Surat,Retail Store,UPI,1004,Smartwatch,Electronics,1,15163.88,0.1,13647.49,11155.67,2491.82
500119,2023-01-06,10920,West,Ahmedabad,Online,Debit Card,1014,Phone Case,Accessories,3,1887.88,0.05,5380.46,3948.15,1432.31
500120,2023-01-06,11062,East,Kolkata,Retail Store,Credit Card,1004,Smartwatch,Electronics,1,25575.99,0.12,22506.87,21537.0,969.87
500121,2023-01-06,10265,North,Delhi,Retail Store,Credit Card,1006,Mixer Grinder,Home Appliances,5,18896.69,0.05,89759.28,76869.7,12889.58
500122,2023-01-06,10323,North,Chandigarh,Online,Debit Card,1008,Microwave,Home Appliances,1,10739.44,0.06,10095.07,8012.71,2082.36
500123,2023-01-06,11163,East,Kolkata,Online,UPI,1008,Microwave,Home Appliances,2,11895.95,0.08,21888.55,17843.02,4045.53
500124,2023-01-06,10225,West,Mumbai,Retail Store,UPI,1007,Air Purifier,Home Appliances,1,14952.97,0.06,14055.79,12303.53,1752.26
500125,2023-01-07,11122,South,Bengaluru,Online,Credit Card,1014,Phone Case,Accessories,1,2281.14,0.1,2053.03,1627.27,425.76
500126,2023-01-07,10780,East,Kolkata,Online,Credit Card,1009,Vacuum Cleaner,Home Appliances,3,14387.72,0.12,37983.58,31077.75,6905.83
500127,2023-01-07,10634,North,Chandigarh,Online,Net Banking,1002,Laptop,Electronics,1,24068.59,0.13,20939.67,18553.33,2386.34
500128,2023-01-07,10954,North,Delhi,Online,Net Banking,1004,Smartwatch,Electronics,1,24516.84,0.06,23045.83,20621.28,2424.55
500129,2023-01-07,10972,South,Kochi,Online,UPI,1007,Air Purifier,Home Appliances,1,11900.62,0.16,9996.52,8455.82,1540.7
500130,2023-01-07,10039,West,Mumbai,Retail Store,Credit Card,1009,Vacuum Cleaner,Home Appliances,1,19580.8,0.04,18797.57,15805.79,2991.78
500131,2023-01-07,10815,East,Kolkata,Retail Store,Credit Card,1004,Smartwatch,Electronics,1,22351.95,0.1,20116.76,16550.6,3566.16
500132,2023-01-07,10132,East,Patna,Online,Cash,1005,Tablet,Electronics,1,27224.64,0.04,26135.65,20271.43,5864.22
500133,2023-01-07,10588,West,Pune,Online,Net Banking,1005,Tablet,Electronics,1,26607.4,0.06,25010.96,19161.2,5849.76
500134,2023-01-07,10447,South,Chennai,Online,UPI,1009,Vacuum Cleaner,Home Appliances,1,13957.6,0.0,13957.6,9980.52,3977.08
500135,2023-01-07,10571,South,Chennai,Online,UPI,1001,Smartphone,Electronics,1,24675.06,0.05,23441.31,20460.95,2980.36
500136,2023-01-07,11040,North,Delhi,Online,Cash,1004,Smartwatch,Electronics,1,21874.96,0.08,20124.96,16605.84,3519.12
500137,2023-01-07,10284,West,Mumbai,Retail Store,UPI,1011,Power Bank,Accessories,6,1711.92,0.08,9449.8,7774.26,1675.54
500138,2023-01-07,10737,South,Chennai,Online,Debit Card,1013,Charging Cable,Accessories,2,1921.38,0.0,3842.76,2838.54,1004.22
500139,2023-01-07,10973,West,Mumbai,Online,Net Banking,1013,Charging Cable,Accessories,3,2779.2,0.08,7670.59,5450.34,2220.25
500140,2023-01-07,10083,North,Chandigarh,Online,Cash,1011,Power Bank,Accessories,1,1866.55,0.01,1847.88,1436.97,410.91
500141,2023-01-07,11008,South,Hyderabad,Online,UPI,1014,Phone Case,Accessories,1,2698.09,0.02,2644.13,1981.08,663.05
500142,2023-01-07,10519,East,Guwahati,Retail Store,Credit Card,1006,Mixer Grinder,Home Appliances,1,8352.74,0.08,7684.52,6068.11,1616.41
500143,2023-01-07,10377,West,Pune,Online,UPI,1005,Tablet,Electronics,1,20450.19,0.12,17996.17,17148.27,847.9
500144,2023-01-07,10520,East,Bhubaneswar,Online,UPI,1002,Laptop,Electronics,1,36466.79,0.15,30996.77,27429.6,3567.17
500145,2023-01-07,10720,North,Delhi,Online,Debit Card,1011,Power Bank,Accessories,7,2534.44,0.0,17741.08,12028.17,5712.91
500146,2023-01-07,10778,North,Jaipur,Retail Store,Credit Card,1006,Mixer Grinder,Home Appliances,3,15645.47,0.11,41773.4,38668.29,3105.11
500147,2023-01-07,10091,South,Kochi,Online,UPI,1003,Earbuds,Electronics,1,22736.51,0.07,21144.95,17796.01,3348.94
500148,2023-01-07,10588,East,Bhubaneswar,Retail Store,Cash,1009,Vacuum Cleaner,Home Appliances,1,12187.51,0.03,11821.88,9929.52,1892.36
500149,2023-01-07,10105,North,Jaipur,Online,Cash,1001,Smartphone,Electronics,1,29424.81,0.02,28836.31,24328.06,4508.25
500150,2023-01-07,10552,North,Delhi,Distributor,UPI,1012,Bluetooth Speaker,Accessories,2,2126.34,0.11,3784.89,3023.6,761.29
500151,2023-01-07,10207,East,Guwahati,Distributor,Credit Card,1007,Air Purifier,Home Appliances,2,13554.2,0.14,23313.22,20682.94,2630.28
500152,2023-01-08,10121,South,Chennai,Online,UPI,1011,Power Bank,Accessories,2,3011.39,0.05,5721.64,4256.84,1464.8
500153,2023-01-08,10913,South,Bengaluru,Online,UPI,1004,Smartwatch,Electronics,1,29330.81,0.13,25517.8,23017.8,2500.0
500154,2023-01-08,10092,East,Kolkata,Distributor,Cash,1004,Smartwatch,Electronics,1,17105.21,0.1,15394.69,13828.36,1566.33
500155,2023-01-08,10515,South,Chennai,Online,Credit Card,1008,Microwave,Home Appliances,1,13197.67,0.1,11877.9,10512.63,1365.27
500156,2023-01-08,10577,East,Bhubaneswar,Distributor,UPI,1008,Microwave,Home Appliances,2,12673.36,0.12,22305.11,19187.96,3117.15
500157,2023-01-08,10020,East,Guwahati,Online,UPI,1008,Microwave,Home Appliances,2,14401.49,0.08,26498.74,20950.9,5547.84
500158,2023-01-08,10292,East,Patna,Retail Store,Credit Card,1015,Keyboard,Accessories,2,2995.97,0.13,5212.99,3997.3,1215.69
500159,2023-01-08,10837,West,Mumbai,Online,UPI,1011,Power Bank,Accessories,2,2966.04,0.0,5932.08,4177.94,1754.14
500160,2023-01-08,10300,East,Kolkata,Distributor,UPI,1004,Smartwatch,Electronics,1,15937.23,0.13,13865.39,13077.32,788.07
500161,2023-01-08,10132,North,Chandigarh,Online,UPI,1006,Mixer Grinder,Home Appliances,3,12230.47,0.01,36324.5,27291.45,9033.05
500162,2023-01-08,10686,North,Chandigarh,Distributor,UPI,1003,Earbuds,Electronics,1,15924.49,0.0,15924.49,12719.21,3205.28
500163,2023-01-08,10333,East,Kolkata,Retail Store,Debit Card,1015,Keyboard,Accessories,2,2656.87,0.06,4994.92,3722.1,1272.82
500164,2023-01-08,11184,North,Chandigarh,Online,UPI,1012,Bluetooth Speaker,Accessories,1,1257.6,0.1,1131.84,795.31,336.53
500165,2023-01-08,11062,South,Bengaluru,Retail Store,Credit Card,1013,Charging Cable,Accessories,1,3183.0,0.06,2992.02,1919.76,1072.26
500166,2023-01-08,10745,South,Chennai,Online,UPI,1011,Power Bank,Accessories,1,1360.66,0.07,1265.41,848.9,416.51
500167,2023-01-08,10085,East,Guwahati,Distributor,UPI,1005,Tablet,Electronics,1,20633.62,0.17,17125.9,17184.88,-58.98
500168,2023-01-08,10743,North,Delhi,Retail Store,Cash,1011,Power Bank,Accessories,4,1981.47,0.17,6578.48,5636.96,941.52
500169,2023-01-08,11076,West,Ahmedabad,Distributor,Debit Card,1001,Smartphone,Electronics,1,17463.38,0.1,15717.04,14069.46,1647.58
500170,2023-01-08,10584,East,Kolkata,Online,Debit Card,1002,Laptop,Electronics,1,24551.03,0.09,22341.44,20455.87,1885.57
500171,2023-01-08,10396,North,Chandigarh,Retail Store,Net Banking,1001,Smartphone,Electronics,1,13206.5,0.02,12942.37,10654.84,2287.53
500172,2023-01-08,10710,West,Ahmedabad,Retail Store,Credit Card,1009,Vacuum Cleaner,Home Appliances,2,14938.78,0.0,29877.56,22189.76,7687.8
500173,2023-01-08,10866,East,Patna,Online,Credit Card,1010,Water Purifier,Home Appliances,1,10083.11,0.0,10083.11,7356.09,2727.02
500174,2023-01-08,10628,North,Jaipur,Retail Store,Credit Card,1012,Bluetooth Speaker,Accessories,2,2589.06,0.05,4919.21,3590.68,1328.53
500175,2023-01-08,10943,West,Mumbai,Online,Credit Card,1002,Laptop,Electronics,1,32157.99,0.19,26047.97,25695.13,352.84
500176,2023-01-08,10323,East,Bhubaneswar,Retail Store,Cash,1005,Tablet,Electronics,1,23231.2,0.09,21140.39,19526.16,1614.23
500177,2023-01-08,10750,West,Pune,Online,UPI,1004,Smartwatch,Electronics,1,28231.88,0.19,22867.82,22786.3,81.52
500178,2023-01-09,11131,North,Jaipur,Retail Store,UPI,1004,Smartwatch,Electronics,1,18122.59,0.06,17035.23,13475.04,3560.19
500179,2023-01-09,11195,North,Delhi,Online,UPI,1013,Charging Cable,Accessories,1,1659.92,0.1,1493.93,1270.17,223.76
500180,2023-01-09,10009,North,Jaipur,Online,UPI,1006,Mixer Grinder,Home Appliances,2,12742.49,0.18,20897.68,19805.92,1091.76
500181,2023-01-09,10049,North,Delhi,Retail Store,Net Banking,1001,Smartphone,Electronics,1,16292.96,0.04,15641.24,13384.15,2257.09
500182,2023-01-09,10241,East,Guwahati,Online,Debit Card,1004,Smartwatch,Electronics,1,26676.34,0.03,25876.05,20773.66,5102.39
500183,2023-01-09,10987,North,Delhi,Retail Store,Net Banking,1013,Charging Cable,Accessories,2,1888.83,0.06,3551.0,2282.66,1268.34
500184,2023-01-09,10636,North,Chandigarh,Online,Credit Card,1010,Water Purifier,Home Appliances,1,11735.15,0.2,9388.12,9721.54,-333.42
500185,2023-01-09,10620,East,Kolkata,Online,UPI,1010,Water Purifier,Home Appliances,3,13169.88,0.13,34373.39,29388.84,4984.55
500186,2023-01-09,10560,North,Lucknow,Retail Store,Credit Card,1008,Microwave,Home Appliances,2,6938.25,0.01,13737.74,10333.32,3404.42
500187,2023-01-09,11013,West,Surat,Retail Store,UPI,1001,Smartphone,Electronics,1,32217.44,0.08,29640.04,25922.61,3717.43
500188,2023-01-09,10661,North,Jaipur,Online,Debit Card,1005,Tablet,Electronics,1,36708.01,0.09,33404.29,28649.75,4754.54
500189,2023-01-09,10669,East,Guwahati,Distributor,Debit Card,1001,Smartphone,Electronics,1,20268.1,0.1,18241.29,15671.94,2569.35
500190,2023-01-09,10347,South,Kochi,Online,UPI,1001,Smartphone,Electronics,1,24859.87,0.09,22622.48,19135.35,3487.13
500191,2023-01-09,10977,West,Pune,Distributor,Net Banking,1010,Water Purifier,Home Appliances,2,15639.29,0.08,28776.29,24013.34,4762.95
500192,2023-01-09,10113,West,Surat,Online,Net Banking,1012,Bluetooth Speaker,Accessories,1,2424.87,0.12,2133.89,1470.7,663.19
500193,2023-01-09,10310,South,Hyderabad,Online,Cash,1009,Vacuum Cleaner,Home Appliances,1,6491.38,0.1,5842.24,4878.97,963.27
